ticker,month,open,close,low,high,volume,fiscal_year,Security,GICS Sector,GICS Sub Industry,Address of Headquarters,CIK,Period Ending,Accounts Payable,Accounts Receivable,Add'l income/expense items,After Tax ROE,Capital Expenditures,Capital Surplus,Cash Ratio,Cash and Cash Equivalents,Changes in Inventories,Common Stocks,Cost of Revenue,Current Ratio,Deferred Asset Charges,Deferred Liability Charges,Depreciation,Earnings Before Interest and Tax,Earnings Before Tax,Effect of Exchange Rate,Equity Earnings/Loss Unconsolidated Subsidiary,Fixed Assets,Goodwill,Gross Margin,Gross Profit,Income Tax,Intangible Assets,Interest Expense,Inventory,Investments,Liabilities,Long-Term Debt,Long-Term Investments,Minority Interest,Misc. Stocks,Net Borrowings,Net Cash Flow,Net Cash Flow-Operating,Net Cash Flows-Financing,Net Cash Flows-Investing,Net Income,Net Income Adjustments,Net Income Applicable to Common Shareholders,Net Income-Cont. Operations,Net Receivables,Non-Recurring Items,Operating Income,Operating Margin,Other Assets,Other Current Assets,Other Current Liabilities,Other Equity,Other Financing Activities,Other Investing Activities,Other Liabilities,Other Operating Activities,Other Operating Items,Pre-Tax Margin,Pre-Tax ROE,Profit Margin,Quick Ratio,Research and Development,Retained Earnings,Sale and Purchase of Stock,"Sales, General and Admin.",Short-Term Debt / Current Portion of Long-Term Debt,Short-Term Investments,Total Assets,Total Current Assets,Total Current Liabilities,Total Equity,Total Liabilities,Total Liabilities & Equity,Total Revenue,Treasury Stock,Earnings Per Share,Estimated Shares Outstanding,has_eps
SYY,2013-03,33.7220005,33.886499400000005,33.5855002,34.005499650000004,82234000.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2013-04,34.60454522727272,34.61136368181818,34.381818227272724,34.80499954545455,72876900.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2013-05,34.59772718181818,34.60499986363636,34.40818131818182,34.888636409090914,72689300.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2013-06,34.051999949999995,34.0355001,33.81050015,34.29849995,63925700.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2013-07,34.98499995454545,34.97772722727273,34.74045440909091,35.22000031818182,58054800.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2013-08,33.22000013636364,33.142272636363636,32.9186360909091,33.418181818181814,85276700.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2013-09,32.45099955,32.43049965,32.260999850000005,32.62500005,94323700.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2013-10,32.160869434782605,32.1786957826087,31.973912782608696,32.36826113043478,80099000.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2013-11,33.482999899999996,33.5025003,33.28549985,33.73949985,62353200.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2013-12,36.131904761904764,35.86523785714286,35.54476185714285,36.39190476190476,167117500.0,2013,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2013-06-29,3413691000.0,-193755000.0,17472000.0,19.0,-511862000.0,1059624000.0,11.0,412285000.0,-180277000.0,765175000.0,36414626000.0,170.0,0.0,280483000.0,512548000.0,1675950000.0,1547455000.0,-2086000.0,0.0,3978071000.0,1884235000.0,18.0,7996607000.0,555028000.0,205719000.0,128495000.0,2396188000.0,0.0,283575000.0,2639986000.0,0.0,0.0,0.0,-137547000.0,-276582000.0,1511594000.0,-874208000.0,-911882000.0,992427000.0,79746000.0,992427000.0,992427000.0,3333586000.0,0.0,1658478000.0,4.0,388495000.0,79629000.0,0.0,-446937000.0,0.0,-400020000.0,903305000.0,17330000.0,0.0,3.0,30.0,2.0,104.0,0.0,8512786000.0,-92964000.0,6338129000.0,248933000.0,0.0,12678208000.0,6221688000.0,3662624000.0,5191810000.0,7486398000.0,12678208000.0,44411233000.0,-4698838000.0,1.68,590730357.143,True
SYY,2014-01,36.1742859047619,36.04523819047619,35.851428761904764,36.35333347619047,87158600.0,2014,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2014-06-28,3991878000.0,-236320000.0,12243000.0,18.0,-523206000.0,1139218000.0,9.0,413046000.0,-195845000.0,765175000.0,38335677000.0,153.0,0.0,121580000.0,556062000.0,1599365000.0,1475624000.0,642000.0,0.0,3985618000.0,1950672000.0,18.0,8181035000.0,544091000.0,177227000.0,123741000.0,2602018000.0,0.0,366133000.0,2357330000.0,0.0,0.0,0.0,-158178000.0,761000.0,1492815000.0,-915858000.0,-576838000.0,931533000.0,80967000.0,931533000.0,931533000.0,3539938000.0,0.0,1587122000.0,3.0,345624000.0,126970000.0,0.0,-642663000.0,0.0,-53632000.0,1027878000.0,-9715000.0,0.0,3.0,28.0,2.0,93.0,0.0,8770751000.0,-76768000.0,0.0,375752000.0,0.0,13141113000.0,6681972000.0,4367630000.0,5266695000.0,7874418000.0,13141113000.0,46516712000.0,-4765786000.0,1.59,585869811.321,True
SYY,2014-02,35.5231577368421,35.583157,35.33157889473684,35.75578947368421,72530500.0,2014,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",96021,2014-06-28,3991878000.0,-236320000.0,12243000.0,18.0,-523206000.0,1139218000.0,9.0,413046000.0,-195845000.0,765175000.0,38335677000.0,153.0,0.0,121580000.0,556062000.0,1599365000.0,1475624000.0,642000.0,0.0,3985618000.0,1950672000.0,18.0,8181035000.0,544091000.0,177227000.0,123741000.0,2602018000.0,0.0,366133000.0,2357330000.0,0.0,0.0,0.0,-158178000.0,761000.0,1492815000.0,-915858000.0,-576838000.0,931533000.0,80967000.0,931533000.0,931533000.0,3539938000.0,0.0,1587122000.0,3.0,345624000.0,126970000.0,0.0,-642663000.0,0.0,-53632000.0,1027878000.0,-9715000.0,0.0,3.0,28.0,2.0,93.0,0.0,8770751000.0,-76768000.0,0.0,375752000.0,0.0,13141113000.0,6681972000.0,4367630000.0,5266695000.0,7874418000.0,13141113000.0,46516712000.0,-4765786000.0,1.59,585869811.321,True
